Parameter0,Parameter1,pH_Drain,EC_Drain,water
-16.86392593383789,3.547213554382324,-1.173461888598153,1.6737330158731696,5.2234
-17.208925247192383,2.3236141204833984,-1.248189625668418,1.8062040802637793,3.9606
-12.998543739318848,5.756474494934082,-0.7218473273194679,1.8069534569330405,4.4772
-15.210338592529297,5.315093517303467,-0.37417318950241735,1.7763976223980642,4.8216
-11.655709266662598,8.202692985534668,-0.1719046322862133,1.7078858585351757,4.8216
-11.959829330444336,9.216449737548828,0.04360317206307984,1.6953150645800625,3.9606
-9.633899688720703,10.909680366516113,-0.02952105308887062,1.5904772659776718,4.4772
-13.504729270935059,6.082115173339844,-0.19272972106951874,1.7735312565167611,4.6494
-9.977044105529785,9.774378776550293,-0.23318754417000426,1.8290413347819416,5.5104
-9.760716438293457,9.518753051757812,-0.508539211774199,1.9288395755348298,4.305
-12.835453987121582,7.945594787597656,-0.5327974592215815,2.009997071095324,4.8216
-11.155519485473633,8.671026229858398,-0.7450982408494723,2.1456529864730443,4.6494
-10.230362892150879,11.046669960021973,-0.8858988657448139,2.3181407661003464,4.4772
-9.362157821655273,9.622519493103027,-0.801940660206892,2.3633375474584812,4.018
-9.698966979980469,10.143915176391602,-0.7242731523252907,1.3675095988642574,3.6736
-13.688728332519531,2.6871516704559326,-0.5002955192492057,0.5207795093919261,3.6162
-9.34539794921875,9.408672332763672,-0.3917295823058483,0.3258104292056189,3.0996
-4.773220062255859,11.177709579467773,-0.4403694244564551,0.1495008285089912,3.9606
-13.115361213684082,8.486699104309082,-0.36358590380445455,0.09214541003604922,3.7884
-11.6827974319458,10.615291595458984,-0.31591227979959524,0.07770117432203955,4.1328
-9.091506958007812,10.044729232788086,-0.23382483705759954,0.112828206714326,4.6494
-12.741100311279297,6.195855140686035,-0.3485992406818538,0.18760663310265677,3.444
-12.066458702087402,6.439168453216553,-0.25205963844998985,0.16426354919187572,4.4772
-8.357114791870117,10.600549697875977,-0.36913651965748956,0.1265418000908957,4.305
-10.359992027282715,9.226890563964844,-0.4606394516956764,0.17509204240180862,4.1328
-10.697110176086426,9.210911750793457,-0.3697943701338539,0.1416979436961982,3.6162
-11.214879989624023,10.238430976867676,-0.3520529570794628,0.04381998072648056,4.4772
-14.134425163269043,7.913865566253662,-0.346008953139288,-0.038021321011492214,3.2718
-7.359463691711426,-11.596809387207031,-0.054930540326637,-0.12694423250190576,3.9606
-7.560990333557129,-11.8043851852417,-0.06514778532143392,-0.1609659342136478,3.9606
-9.735139846801758,10.390436172485352,-0.16658015256468722,-0.1469525901353216,3.444
-12.593771934509277,7.542819499969482,-0.23553113753046914,-0.13400710780883654,3.2718
-9.193312644958496,9.036054611206055,0.1079492015122122,-0.20377407762871128,4.1328
-4.391570091247559,10.844982147216797,0.13710021431839664,-0.20838274424262876,4.1328
-12.571453094482422,-5.664237976074219,0.07176740862609071,-0.1929174828456683,3.9606
-14.45055866241455,-7.002512454986572,-0.006516834321357687,-0.17080150327102347,3.9606
-6.445913791656494,10.55782413482666,-0.08784363714191966,-0.16201506158842655,4.305
-3.8323824405670166,10.715377807617188,-0.13740858180857304,-0.11161947919349233,4.305
-4.0024614334106445,11.73411750793457,-0.27175404609318354,-0.0331222709038217,4.1328
-6.650212287902832,9.917000770568848,-0.2848082726734194,-0.053645825019142675,3.2718
-6.9350199699401855,10.14600658416748,-0.4876935649278903,-0.06551407834623309,3.0996
-9.328378677368164,-9.594152450561523,-0.343162297180548,-0.07217912274855193,nan
-5.902744293212891,10.775449752807617,-0.42541341251384823,-0.060448481300296446,3.2718
-4.724592685699463,10.031639099121094,-0.7645048389772168,-0.09095541696198302,2.0664
-5.513626575469971,9.67337417602539,-0.20658570320638345,-0.19223367660976698,3.6162
-6.858485221862793,10.299188613891602,0.06615511899765261,-0.25511574812302407,3.444
-6.1914143562316895,9.976302146911621,0.14758471107859458,-0.26074544048584736,2.7552
-5.75679874420166,8.930296897888184,0.19227744827779805,-0.31794161634778645,3.0996
-12.481152534484863,-7.870187282562256,0.3730630662846803,-0.3860974263140198,3.0996
-6.927830219268799,8.928359031677246,0.4511417308533814,-0.46229966848808235,2.4108
-6.806313991546631,-8.023497581481934,0.39440210120707,-0.46673035815005726,3.444
-7.129642486572266,-7.788046836853027,0.3667102443805238,-0.4689738387982433,3.2718
-8.694805145263672,-5.053853511810303,0.33091950068882253,-0.4484455669136685,3.444
-8.646345138549805,6.954936504364014,0.5058666927420225,-0.48273891769657357,2.4108
-7.183848857879639,7.80254602432251,0.5731730507401184,-0.5058759230075577,2.583
-9.417373657226562,7.227084159851074,0.6422884984315007,-0.5350454106522418,2.9274
-9.874246597290039,5.884576797485352,0.6473868419732302,-0.5353919974037079,3.0996
-8.58786678314209,6.945091247558594,0.6418362258458676,-0.5206761126499426,3.0996
-7.316956996917725,7.777769088745117,0.6905582993951188,-0.5683645716985809,2.9274
-6.686582565307617,8.12244701385498,0.6504294017857163,-0.5615452438787121,2.9274
-7.01786470413208,7.816039562225342,0.6405616400955209,-0.5576672194841481,2.9274
-7.112628936767578,7.624558448791504,0.6263561748339471,-0.5550912371044537,2.583
-5.773575305938721,7.664146423339844,0.6675746378455301,-0.593702871061856,2.9274
-9.353050231933594,-4.817816257476807,0.7584813925610503,-0.6338132583885572,2.583
-7.2420501708984375,6.459122657775879,0.7541436889731422,-0.6419814643125916,2.4108
-8.705031394958496,6.286099910736084,0.8235263885918199,-0.7109241197646865,2.9274
-9.09134292602539,5.488348960876465,0.7964928330276654,-0.7313540018688216,2.7552
-10.084184646606445,-4.322143077850342,0.8013239246186177,-0.7384075099347767,2.7552
-8.077400207519531,5.245627403259277,0.6854805134965701,-0.7187644734273646,3.444
-7.843696594238281,4.605889797210693,0.6197982247843161,-0.7376206643550117,3.0996
-7.465667247772217,3.7053520679473877,0.651642314221772,-0.7562801439370245,2.7552
-6.48668098449707,4.22010612487793,0.7133158250881539,-0.7925125069420225,2.7552
-6.840214729309082,3.7942421436309814,0.7496620804296932,-0.7790143592919052,2.7552
-6.548768520355225,-2.704150915145874,0.8139464365562699,-0.8115935109206364,2.4108
-5.3790411949157715,-2.387451171875,0.7204288365460491,-0.8009898308006153,3.0996
-3.6847596168518066,-2.288513660430908,0.6827257633869824,-0.7628278228270551,3.444
-2.1657612323760986,-1.7534970045089722,0.7712683670988453,-0.7975895340016302,2.9274
-1.1366304159164429,-1.23200523853302,0.7376151878509583,-0.8038280949797207,3.2718
0.1728883981704712,-2.3529510498046875,0.7159677858870717,-0.8152560894838538,3.0996
0.9452838897705078,-5.260823726654053,0.6638795768386284,-0.8224690839168433,3.2718
-0.4026915729045868,-5.161394119262695,0.6685819717222686,-0.8087271450537825,3.2718
2.0495572090148926,-1.0344852209091187,0.6669990182163944,-0.7870326898823379,3.2718
-3.291492223739624,-8.690122604370117,0.555760562883963,-0.7832670720163922,4.305
3.853510618209839,-7.442697525024414,0.6406027557941388,-0.8029569445766646,3.444
6.440445899963379,-3.2414848804473877,0.6514778513418075,-0.7864519229790021,3.9606
5.528285503387451,5.8757710456848145,0.6383002780123981,-0.7364122944188474,3.6162
7.5072221755981445,-2.0667715072631836,0.4738992560515444,-0.6454192299247185,3.7884
9.540040969848633,-0.40426772832870483,0.2967934915649916,-0.5758770729956343,4.1328
5.593307971954346,-6.322596073150635,0.06307144346515013,-0.48597060466870157,4.018
6.697773456573486,-5.835465908050537,-0.13134402011007293,-0.3494529061697232,3.444
7.516195774078369,-3.6402080059051514,-0.29403874112726924,-0.24179557744305924,3.7884
